Status,Time,Card_Type,City,Amount,ID,Amount_Type,Hour
Fail,2025-09-16 08:59:00,Visa,Tabriz,419089.0,19,Payment,8
Fail,2025-09-19 09:09:00,Visa,Ahvaz,0.0,46,Zero_Amount,9
Success,2025-09-29 01:51:00,Master Card,Shiraz,5000.0,15,Payment,1
Fail,2025-09-07 07:32:00,Visa,Karaj,177050.0,32,Payment,7
Fail,2025-09-22 08:08:00,Discover,Ahvaz,-1.0,49,Refund,8
Success,2025-09-12 04:15:00,Amex,Shiraz,-5000.0,21,Refund,4
Fail,2025-09-24 09:45:00,Master Card,Tehran,0.0,65,Zero_Amount,9
Success,2025-09-15 14:02:00,Visa,Tehran,1427657.0,70,Payment,14
Fail,2025-09-08 16:40:00,Visa,Isfahan,177050.0,27,Payment,16
Fail,2025-09-06 16:40:00,Visa,Tehran,99999.0,23,Payment,16
Success,2025-09-28 19:19:00,Visa,Isfahan,-1.0,47,Refund,19
Success,2025-09-27 10:48:00,Visa,Tehran,976246.0,96,Payment,10
Success,2025-09-10 19:19:00,Visa,Tehran,-1.0,12,Refund,19
Fail,2025-09-03 10:48:00,Amex,Ahvaz,100.5,85,Payment,10
Success,2025-09-19 13:13:00,Amex,Ahvaz,583952.0,66,Payment,13
Fail,2025-09-17 23:17:00,Master Card,Tehran,1000.0,5,Payment,23
Success,2025-09-07 06:06:00,Amex,Tehran,1883871.0,9,Payment,6
Success,2025-09-21 08:08:00,Amex,Qom,0.0,20,Zero_Amount,8
Success,2025-09-20 11:11:00,Visa,Mashhad,650000.0,82,Payment,11
Success,2025-09-26 04:40:00,Visa,Tehran,-1.0,63,Refund,4
Success,2025-09-04 02:37:00,Visa,Shiraz,0.0,87,Zero_Amount,2
Success,2025-09-14 02:54:00,Visa,Tehran,0.0,72,Zero_Amount,2
Fail,2025-09-20 03:00:00,Amex,Mashhad,1305967.0,99,Payment,3
Success,2025-09-22 12:12:00,Amex,Shiraz,471227.0,73,Payment,12
Success,2025-09-15 02:24:00,Visa,Tehran,177050.0,71,Payment,2
Success,2025-09-24 09:45:00,Discover,Tabriz,12345.0,30,Payment,9
Success,2025-09-08 02:37:00,Visa,Ahvaz,1387769.0,82,Payment,2
Success,2025-09-21 10:05:00,Discover,Ahvaz,1782689.0,92,Payment,10
Fail,2025-09-15 08:08:00,Master Card,Tehran,419089.0,16,Payment,8
Success,2025-09-22 05:23:00,Master Card,Tehran,123456.0,85,Payment,5
Fail,2025-09-20 23:17:00,Visa,Qom,774681.0,5,Payment,23
Fail,2025-09-28 02:20:00,Discover,Ahvaz,471227.0,29,Payment,2
Fail,2025-09-14 07:08:00,Visa,Qom,0.0,47,Zero_Amount,7
Success,2025-09-27 03:00:00,Master Card,Karaj,1578078.0,22,Payment,3
Fail,2025-09-29 02:37:00,Master Card,Shiraz,123456.0,78,Payment,2
Fail,2025-09-09 11:11:00,Visa,Shiraz,50200.0,57,Payment,11
Fail,2025-09-08 14:00:00,Master Card,Tehran,100000.0,83,Payment,14
Fail,2025-09-26 17:07:00,Master Card,Tehran,343679.0,35,Payment,17
Success,2025-09-28 11:11:00,Visa,Karaj,914282.0,89,Payment,11
Fail,2025-09-26 20:20:00,Master Card,Ahvaz,1883871.0,60,Payment,20
Fail,2025-09-17 08:08:00,Discover,Qom,-5000.0,70,Refund,8
Fail,2025-09-02 14:11:00,Master Card,Qom,1158713.0,60,Payment,14
Success,2025-09-25 18:12:00,Amex,Shiraz,-5000.0,58,Refund,18
Success,2025-09-24 18:00:00,Master Card,Tehran,1782689.0,3,Payment,18
Fail,2025-09-30 00:00:00,Visa,Shiraz,585954.0,34,Payment,0
Fail,2025-09-03 07:07:00,Visa,Mashhad,9999999999.0,45,Payment,7
Fail,2025-09-08 21:23:00,Discover,Qom,0.0,50,Zero_Amount,21
Fail,2025-09-12 14:02:00,Visa,Qom,1.0,2,Payment,14
Success,2025-09-01 07:32:00,Unknown,Ahvaz,471227.0,15,Payment,7
Success,2025-09-10 05:23:00,Master Card,Tabriz,976246.0,37,Payment,5
Fail,2025-09-20 02:30:00,Master Card,Isfahan,1782689.0,15,Payment,2
Fail,2025-09-03 19:19:00,Amex,Isfahan,471227.0,60,Payment,19
Fail,2025-09-06 14:11:00,Master Card,Ahvaz,1768588.0,97,Payment,14
Fail,2025-09-07 02:37:00,Visa,Isfahan,914465.0,85,Payment,2
Fail,2025-09-20 00:00:00,Discover,Tehran,585954.0,64,Payment,0
Success,2025-09-23 04:15:00,Master Card,Tehran,-999999.0,81,Refund,4
Success,2025-09-25 15:45:00,Discover,Mashhad,0.0,99,Zero_Amount,15
Success,2025-09-27 13:13:00,Master Card,Tehran,976246.0,97,Payment,13
Fail,2025-09-18 18:45:00,Master Card,Shiraz,1463119.0,52,Payment,18
Success,2025-09-11 13:13:00,Master Card,Karaj,914282.0,23,Payment,13
Success,2025-09-19 10:48:00,Visa,Mashhad,-5000.0,100,Refund,10
Fail,2025-09-05 14:00:00,Discover,Shiraz,99999.0,37,Payment,14
Success,2025-09-19 13:10:00,Visa,Tehran,200000.0,41,Payment,13
Success,2025-09-11 12:44:00,Master Card,Isfahan,177050.0,57,Payment,12
Success,2025-09-24 04:40:00,Master Card,Tehran,100.5,98,Payment,4
Fail,2025-09-12 14:00:00,Discover,Isfahan,1578078.0,25,Payment,14
Success,2025-09-10 00:00:00,Master Card,Qom,471227.0,37,Payment,0
Success,2025-09-08 11:11:00,Discover,Isfahan,0.0,40,Zero_Amount,11
Fail,2025-09-24 02:30:00,Master Card,Qom,9999999999.0,85,Payment,2
Success,2025-09-28 12:12:00,Visa,Mashhad,177050.0,46,Payment,12
Success,2025-09-28 14:11:00,Discover,Tabriz,1305967.0,60,Payment,14
Success,2025-09-09 14:00:00,Amex,Tehran,1050805.0,99,Payment,14
Success,2025-09-04 19:19:00,Amex,Tabriz,177050.0,19,Payment,19
Success,2025-09-05 18:45:00,Visa,Tehran,0.0,92,Zero_Amount,18
Fail,2025-09-21 21:21:00,Visa,Karaj,1768588.0,9,Payment,21
Fail,2025-09-08 17:17:00,Amex,Karaj,250000.0,69,Payment,17
Fail,2025-09-23 23:59:00,Master Card,Karaj,0.0,5,Zero_Amount,23
Fail,2025-09-09 21:10:00,Master Card,Shiraz,123456.0,90,Payment,21
Success,2025-09-15 19:51:00,Amex,Tabriz,0.0,26,Zero_Amount,19
Success,2025-09-15 22:27:00,Unknown,Karaj,545116.0,19,Payment,22
Success,2025-09-16 07:08:00,Visa,Qom,1472823.0,30,Payment,7
Success,2025-09-14 08:59:00,Master Card,Tehran,200000.0,48,Payment,8
Fail,2025-09-08 14:55:00,Master Card,Tehran,850000.0,16,Payment,14
Fail,2025-09-18 02:30:00,Visa,Tehran,1782689.0,71,Payment,2
Success,2025-09-10 13:13:00,Master Card,Mashhad,-5000.0,18,Refund,13
Fail,2025-09-28 07:07:00,Visa,Mashhad,50200.0,56,Payment,7
Fail,2025-09-20 20:33:00,Unknown,Karaj,976246.0,21,Payment,20
Fail,2025-09-06 15:45:00,Master Card,Tehran,205000.0,31,Payment,15
Success,2025-09-12 14:11:00,Discover,Tehran,12345.0,1,Payment,14
Success,2025-09-02 13:13:00,Discover,Qom,200000.0,3,Payment,13
Fail,2025-09-07 15:45:00,Master Card,Karaj,1305967.0,96,Payment,15
Fail,2025-09-16 14:55:00,Master Card,Tehran,1050805.0,25,Payment,14
Fail,2025-09-03 00:00:00,Visa,Mashhad,0.0,8,Zero_Amount,0
Success,2025-09-13 14:11:00,Visa,Tehran,63489.0,65,Payment,14
Fail,2025-09-03 21:21:00,Master Card,Mashhad,1463119.0,62,Payment,21
Success,2025-09-27 01:51:00,Discover,Tehran,1050805.0,7,Payment,1
Fail,2025-09-18 21:10:00,Master Card,Tehran,1158713.0,7,Payment,21
Success,2025-09-11 08:08:00,Master Card,Isfahan,1.0,8,Payment,8
Fail,2025-09-08 07:08:00,Master Card,Tabriz,0.0,19,Zero_Amount,7
Fail,2025-09-06 07:08:00,Visa,Isfahan,100000.0,17,Payment,7
Success,2025-09-01 00:00:00,Visa,Tabriz,1502601.0,11,Payment,0
Fail,2025-09-28 17:07:00,Amex,Tabriz,123456.0,49,Payment,17
Success,2025-09-01 03:27:00,Master Card,Tehran,120000.0,11,Payment,3
Fail,2025-09-23 11:11:00,Visa,Tehran,914465.0,41,Payment,11
Success,2025-09-08 04:15:00,Discover,Karaj,0.0,62,Zero_Amount,4
Fail,2025-09-05 08:08:00,Master Card,Shiraz,471227.0,52,Payment,8
Success,2025-09-28 02:24:00,Master Card,Shiraz,914282.0,66,Payment,2
Success,2025-09-16 11:11:00,Master Card,Isfahan,471227.0,68,Payment,11
Success,2025-09-11 19:19:00,Visa,Karaj,177050.0,93,Payment,19
Success,2025-09-05 14:55:00,Discover,Tehran,471227.0,98,Payment,14
Success,2025-09-04 19:29:00,Discover,Tehran,1782689.0,75,Payment,19
Success,2025-09-30 23:59:00,Discover,Tehran,0.0,67,Zero_Amount,23
Success,2025-09-06 01:51:00,Master Card,Shiraz,343679.0,40,Payment,1
Fail,2025-09-14 13:13:00,Amex,Tabriz,-5000.0,5,Refund,13
Fail,2025-09-22 14:02:00,Visa,Tehran,1782689.0,85,Payment,14
Success,2025-09-19 02:37:00,Master Card,Shiraz,12345.0,22,Payment,2
Fail,2025-09-09 21:10:00,Amex,Isfahan,452545.0,37,Payment,21
Success,2025-09-12 02:30:00,Amex,Isfahan,1305967.0,11,Payment,2
Success,2025-09-11 11:11:00,Visa,Karaj,1782689.0,44,Payment,11
Fail,2025-09-14 09:09:00,Amex,Tehran,205000.0,87,Payment,9
Fail,2025-09-23 17:07:00,Unknown,Tehran,0.0,53,Zero_Amount,17
Fail,2025-09-16 04:04:00,Discover,Tehran,1.0,77,Payment,4
Fail,2025-09-01 00:00:00,Discover,Tehran,0.0,61,Zero_Amount,0
Fail,2025-09-13 02:30:00,Master Card,Tehran,1.0,67,Payment,2
Fail,2025-09-23 03:00:00,Master Card,Karaj,0.0,13,Zero_Amount,3
Fail,2025-09-21 23:59:00,Visa,Tehran,1463119.0,93,Payment,23
Success,2025-09-21 14:30:00,Master Card,Isfahan,914282.0,11,Payment,14
Success,2025-09-30 21:23:00,Visa,Shiraz,-5000.0,11,Refund,21
Fail,2025-09-13 02:24:00,Master Card,Tehran,205000.0,85,Payment,2
Fail,2025-09-02 23:59:00,Master Card,Isfahan,1502601.0,85,Payment,23
Fail,2025-09-04 13:10:00,Master Card,Tabriz,471227.0,7,Payment,13
Fail,2025-09-28 03:00:00,Master Card,Mashhad,1158713.0,17,Payment,3
Success,2025-09-06 01:01:00,Visa,Mashhad,1782689.0,48,Payment,1
Fail,2025-09-26 20:20:00,Discover,Ahvaz,9999999999.0,14,Payment,20
Success,2025-09-27 19:29:00,Visa,Tehran,850000.0,63,Payment,19
Fail,2025-09-23 08:08:00,Visa,Tehran,177050.0,64,Payment,8
Fail,2025-09-27 00:00:00,Master Card,Isfahan,0.0,98,Zero_Amount,0
Success,2025-09-05 08:08:00,Master Card,Tehran,200000.0,75,Payment,8
Success,2025-09-25 10:05:00,Visa,Tehran,1578078.0,77,Payment,10
Fail,2025-09-03 00:00:00,Visa,Qom,1782689.0,65,Payment,0
Success,2025-09-01 15:45:00,Visa,Tehran,1463119.0,34,Payment,15
Success,2025-09-04 04:15:00,Visa,Ahvaz,99999.0,9,Payment,4
Fail,2025-09-25 13:13:00,Visa,Tabriz,1387769.0,77,Payment,13
Fail,2025-09-20 00:00:00,Visa,Tehran,585954.0,37,Payment,0
Fail,2025-09-02 19:19:00,Visa,Tabriz,177050.0,30,Payment,19
Success,2025-09-26 22:27:00,Visa,Tabriz,-999999.0,41,Refund,22
Fail,2025-09-30 08:08:00,Master Card,Shiraz,1472823.0,45,Payment,8
Fail,2025-09-30 18:00:00,Master Card,Qom,443463.0,47,Payment,18
Success,2025-09-05 04:40:00,Visa,Qom,450000.0,7,Payment,4
Fail,2025-09-03 14:11:00,Visa,Tehran,1782689.0,14,Payment,14
Fail,2025-09-29 02:20:00,Amex,Ahvaz,-1.0,48,Refund,2
Fail,2025-09-28 17:17:00,Visa,Isfahan,1768588.0,6,Payment,17
Success,2025-09-29 14:11:00,Amex,Mashhad,200000.0,34,Payment,14
Success,2025-09-09 21:23:00,Master Card,Unknown,1387769.0,80,Payment,21
Fail,2025-09-20 02:30:00,Amex,Tabriz,0.0,46,Zero_Amount,2
Success,2025-09-06 06:30:00,Visa,Isfahan,914465.0,59,Payment,6
Fail,2025-09-18 03:27:00,Visa,Shiraz,850000.0,70,Payment,3
Fail,2025-09-06 13:13:00,Master Card,Tehran,205000.0,8,Payment,13
Fail,2025-09-19 15:45:00,Master Card,Tehran,1578078.0,24,Payment,15
Success,2025-09-28 03:00:00,Master Card,Karaj,0.0,67,Zero_Amount,3
Success,2025-09-12 00:00:00,Visa,Tehran,1000.0,4,Payment,0
Fail,2025-09-25 05:23:00,Visa,Isfahan,343679.0,97,Payment,5
Success,2025-09-11 07:07:00,Amex,Tabriz,63489.0,1,Payment,7
Success,2025-09-02 13:13:00,Visa,Karaj,300000.0,34,Payment,13
Success,2025-09-15 12:12:00,Master Card,Tabriz,850000.0,9,Payment,12
Success,2025-09-12 21:10:00,Master Card,Isfahan,120000.0,63,Payment,21
Fail,2025-09-12 12:44:00,Amex,Tehran,1502601.0,76,Payment,12
Success,2025-09-09 20:20:00,Discover,Qom,123456.0,10,Payment,20
Success,2025-09-21 16:40:00,Discover,Tehran,0.0,10,Zero_Amount,16
Fail,2025-09-24 02:54:00,Visa,Tabriz,-5000.0,50,Refund,2
Fail,2025-09-02 06:06:00,Amex,Shiraz,471227.0,44,Payment,6
Fail,2025-09-22 00:00:00,Master Card,Mashhad,177050.0,48,Payment,0
Success,2025-09-03 18:00:00,Visa,Shiraz,774681.0,88,Payment,18
Success,2025-09-12 14:11:00,Amex,Ahvaz,205000.0,6,Payment,14
Success,2025-09-28 02:37:00,Visa,Mashhad,555555.0,89,Payment,2
Fail,2025-09-30 12:12:00,Discover,Tehran,343679.0,24,Payment,12
Success,2025-09-26 19:51:00,Amex,Tehran,1782689.0,85,Payment,19
Success,2025-09-16 14:00:00,Amex,Tehran,-5000.0,96,Refund,14
Fail,2025-09-21 03:27:00,Amex,Tabriz,1.0,58,Payment,3
Fail,2025-09-28 02:20:00,Visa,Tabriz,545116.0,64,Payment,2
Fail,2025-09-24 09:00:00,Discover,Tehran,50200.0,95,Payment,9
Fail,2025-09-26 05:23:00,Discover,Tabriz,650000.0,56,Payment,5
Success,2025-09-30 00:00:00,Amex,Isfahan,419089.0,99,Payment,0
Success,2025-09-01 12:12:00,Visa,Tehran,-999999.0,82,Refund,12
Fail,2025-09-21 04:15:00,Master Card,Tehran,63489.0,12,Payment,4
Fail,2025-09-03 17:17:00,Visa,Tehran,419089.0,35,Payment,17
Success,2025-09-20 05:56:00,Discover,Tehran,5000.0,71,Payment,5
Success,2025-09-02 14:30:00,Visa,Mashhad,99999.0,90,Payment,14
Fail,2025-09-09 11:11:00,Master Card,Isfahan,63489.0,6,Payment,11
Success,2025-09-19 07:07:00,Visa,Tehran,850000.0,65,Payment,7
Fail,2025-09-15 20:33:00,Unknown,Tehran,9999999999.0,80,Payment,20
Fail,2025-09-18 01:51:00,Discover,Tehran,443463.0,60,Payment,1
Fail,2025-09-26 08:08:00,Discover,Tehran,-1.0,68,Refund,8
Success,2025-09-11 21:23:00,Visa,Shiraz,333333.0,29,Payment,21
Fail,2025-09-25 19:51:00,Discover,Tabriz,120000.0,38,Payment,19
Success,2025-09-23 16:16:00,Visa,Karaj,9999999999.0,93,Payment,16
Fail,2025-09-16 00:00:00,Amex,Tehran,5000.0,22,Payment,0
Success,2025-09-22 08:08:00,Visa,Tehran,1472823.0,8,Payment,8
Fail,2025-09-17 08:59:00,Amex,Tehran,0.0,63,Zero_Amount,8
Fail,2025-09-05 23:59:00,Discover,Tabriz,200000.0,97,Payment,23
Success,2025-09-12 10:48:00,Visa,Mashhad,545116.0,98,Payment,10
Success,2025-09-11 13:10:00,Visa,Ahvaz,1502601.0,13,Payment,13
Fail,2025-09-30 22:27:00,Visa,Tehran,585954.0,27,Payment,22
Success,2025-09-15 02:20:00,Visa,Isfahan,-999999.0,18,Refund,2
Success,2025-09-27 13:13:00,Visa,Ahvaz,200000.0,18,Payment,13
Fail,2025-09-03 03:27:00,Visa,Karaj,0.0,77,Zero_Amount,3
Success,2025-09-01 13:13:00,Master Card,Qom,650000.0,87,Payment,13
Fail,2025-09-20 18:00:00,Visa,Karaj,-5000.0,62,Refund,18
Fail,2025-09-29 09:45:00,Visa,Tehran,250000.0,14,Payment,9
Fail,2025-09-16 01:51:00,Master Card,Isfahan,177050.0,11,Payment,1
Fail,2025-09-02 14:30:00,Master Card,Ahvaz,1768588.0,87,Payment,14
Fail,2025-09-02 05:23:00,Visa,Mashhad,333333.0,17,Payment,5
Success,2025-09-03 18:00:00,Master Card,Tehran,471227.0,51,Payment,18
Fail,2025-09-08 11:11:00,Visa,Karaj,250000.0,97,Payment,11
Fail,2025-09-24 08:59:00,Visa,Tehran,343679.0,14,Payment,8
Success,2025-09-28 12:34:00,Discover,Tehran,555555.0,57,Payment,12
Success,2025-09-15 08:08:00,Visa,Tabriz,1782689.0,94,Payment,8
Success,2025-09-07 17:17:00,Discover,Tehran,976246.0,6,Payment,17
Fail,2025-09-06 21:23:00,Master Card,Tehran,450000.0,57,Payment,21
Success,2025-09-09 04:40:00,Discover,Tabriz,0.0,4,Zero_Amount,4
Fail,2025-09-20 21:23:00,Visa,Isfahan,1502601.0,11,Payment,21
Fail,2025-09-28 06:30:00,Master Card,Tabriz,555555.0,74,Payment,6
Fail,2025-09-01 02:24:00,Discover,Tehran,419089.0,93,Payment,2
Success,2025-09-08 14:30:00,Master Card,Tabriz,1472823.0,11,Payment,14
Success,2025-09-23 19:19:00,Master Card,Tehran,99999.0,100,Payment,19
Fail,2025-09-23 03:00:00,Master Card,Isfahan,1768588.0,79,Payment,3
Success,2025-09-03 07:32:00,Visa,Tehran,1158713.0,8,Payment,7
Fail,2025-09-04 18:45:00,Unknown,Karaj,-5000.0,84,Refund,18
Fail,2025-09-26 01:51:00,Visa,Karaj,1387769.0,59,Payment,1
Fail,2025-09-25 20:20:00,Unknown,Mashhad,-999999.0,21,Refund,20
Success,2025-09-15 16:40:00,Visa,Karaj,1.0,65,Payment,16
Success,2025-09-06 07:08:00,Visa,Tehran,1883871.0,94,Payment,7
Success,2025-09-15 14:30:00,Master Card,Tehran,177050.0,24,Payment,14
Success,2025-09-21 08:59:00,Master Card,Tehran,177050.0,30,Payment,8
Fail,2025-09-03 13:13:00,Visa,Tehran,1578078.0,100,Payment,13
Fail,2025-09-25 21:21:00,Discover,Tabriz,914465.0,98,Payment,21
Success,2025-09-21 09:09:00,Visa,Isfahan,-1.0,84,Refund,9
Fail,2025-09-21 11:11:00,Master Card,Isfahan,1387769.0,57,Payment,11
Fail,2025-09-14 16:40:00,Master Card,Shiraz,333333.0,80,Payment,16
Success,2025-09-20 05:56:00,Discover,Qom,1000.0,73,Payment,5
Success,2025-09-14 23:59:00,Visa,Tehran,0.0,96,Zero_Amount,23
Success,2025-09-04 09:00:00,Master Card,Ahvaz,774681.0,17,Payment,9
Fail,2025-09-12 21:10:00,Discover,Isfahan,0.0,59,Zero_Amount,21
Fail,2025-09-17 12:12:00,Visa,Tehran,585954.0,31,Payment,12
Success,2025-09-07 18:00:00,Amex,Isfahan,450000.0,64,Payment,18
Fail,2025-09-09 19:40:00,Master Card,Mashhad,1768588.0,48,Payment,19
Success,2025-09-03 03:00:00,Visa,Tehran,450000.0,23,Payment,3
Fail,2025-09-28 04:40:00,Visa,Tehran,177050.0,70,Payment,4
Fail,2025-09-13 14:11:00,Master Card,Unknown,0.0,30,Zero_Amount,14
Fail,2025-09-15 14:02:00,Visa,Tehran,-5000.0,55,Refund,14
Fail,2025-09-18 13:13:00,Master Card,Tehran,0.0,7,Zero_Amount,13
Success,2025-09-19 05:56:00,Discover,Qom,250000.0,75,Payment,5
Success,2025-09-01 13:10:00,Visa,Isfahan,1387769.0,99,Payment,13
Success,2025-09-06 13:10:00,Master Card,Qom,-5000.0,12,Refund,13
Fail,2025-09-27 07:08:00,Master Card,Mashhad,452545.0,60,Payment,7
Fail,2025-09-27 12:34:00,Discover,Tehran,976246.0,52,Payment,12
Success,2025-09-23 04:40:00,Master Card,Tabriz,1578078.0,27,Payment,4
Fail,2025-09-27 23:59:00,Visa,Tehran,0.0,12,Zero_Amount,23
Success,2025-09-27 19:40:00,Amex,Mashhad,343679.0,13,Payment,19
Fail,2025-09-02 13:13:00,Discover,Tehran,545116.0,72,Payment,13
Success,2025-09-24 00:00:00,Master Card,Unknown,-5000.0,80,Refund,0
Fail,2025-09-14 19:51:00,Amex,Tehran,650000.0,62,Payment,19
Fail,2025-09-06 07:08:00,Amex,Tehran,9999999999.0,29,Payment,7
Success,2025-09-14 09:09:00,Visa,Tehran,1578078.0,35,Payment,9
Fail,2025-09-04 19:19:00,Amex,Karaj,0.0,60,Zero_Amount,19
Success,2025-09-21 11:11:00,Master Card,Tabriz,50200.0,29,Payment,11
Success,2025-09-08 21:23:00,Discover,Tehran,120000.0,31,Payment,21
Fail,2025-09-30 14:11:00,Visa,Karaj,100.5,77,Payment,14
Fail,2025-09-03 14:02:00,Visa,Isfahan,1158713.0,76,Payment,14
Fail,2025-09-19 12:44:00,Master Card,Mashhad,1782689.0,61,Payment,12
Success,2025-09-30 21:10:00,Discover,Tabriz,-5000.0,2,Refund,21
Fail,2025-09-14 12:34:00,Master Card,Tabriz,-5000.0,33,Refund,12
Success,2025-09-27 02:30:00,Amex,Tehran,177050.0,72,Payment,2
Success,2025-09-20 00:00:00,Master Card,Tehran,471227.0,62,Payment,0
Success,2025-09-17 16:40:00,Visa,Tehran,914465.0,59,Payment,16
Success,2025-09-25 04:40:00,Discover,Tabriz,250000.0,40,Payment,4
Fail,2025-09-08 18:12:00,Amex,Tehran,177050.0,49,Payment,18
Success,2025-09-24 11:11:00,Visa,Tehran,1.0,32,Payment,11
Success,2025-09-14 19:29:00,Master Card,Tehran,120000.0,38,Payment,19
Success,2025-09-26 02:30:00,Visa,Qom,450000.0,93,Payment,2
Success,2025-09-06 02:24:00,Master Card,Karaj,471227.0,79,Payment,2
Success,2025-09-23 12:34:00,Amex,Ahvaz,850000.0,88,Payment,12
Fail,2025-09-22 03:27:00,Master Card,Tabriz,1578078.0,89,Payment,3
Success,2025-09-16 14:55:00,Visa,Tehran,900000.0,13,Payment,14
Success,2025-09-25 23:59:00,Master Card,Mashhad,0.0,85,Zero_Amount,23
Fail,2025-09-19 00:00:00,Unknown,Tehran,1472823.0,54,Payment,0
Fail,2025-09-14 07:08:00,Master Card,Isfahan,1883871.0,76,Payment,7
Fail,2025-09-19 19:19:00,Visa,Qom,-999999.0,13,Refund,19
Success,2025-09-03 12:12:00,Visa,Isfahan,1782689.0,39,Payment,12
Fail,2025-09-10 10:48:00,Visa,Karaj,0.0,23,Zero_Amount,10
Fail,2025-09-19 08:08:00,Master Card,Tehran,471227.0,93,Payment,8
Fail,2025-09-09 22:27:00,Visa,Ahvaz,-5000.0,14,Refund,22
Success,2025-09-28 03:00:00,Master Card,Shiraz,583952.0,17,Payment,3
Success,2025-09-20 19:19:00,Master Card,Mashhad,583952.0,24,Payment,19
Success,2025-09-13 03:27:00,Visa,Tabriz,1463119.0,58,Payment,3
Fail,2025-09-07 03:27:00,Master Card,Mashhad,9999999999.0,63,Payment,3
Fail,2025-09-14 16:40:00,Visa,Tabriz,123456.0,34,Payment,16
Success,2025-09-09 09:00:00,Visa,Tehran,1463119.0,51,Payment,9
Success,2025-09-27 18:12:00,Discover,Tehran,419089.0,87,Payment,18
Success,2025-09-28 23:59:00,Discover,Tehran,0.0,10,Zero_Amount,23
Fail,2025-09-23 08:59:00,Visa,Karaj,914465.0,72,Payment,8
Success,2025-09-25 22:27:00,Visa,Karaj,250000.0,21,Payment,22
Fail,2025-09-28 00:00:00,Amex,Tehran,200000.0,37,Payment,0
Success,2025-09-19 17:17:00,Master Card,Mashhad,123456.0,7,Payment,17
Success,2025-09-15 00:00:00,Visa,Karaj,-5000.0,91,Refund,0
Success,2025-09-20 18:45:00,Master Card,Mashhad,412308.0,13,Payment,18
Fail,2025-09-14 07:08:00,Discover,Tehran,177050.0,80,Payment,7
Success,2025-09-24 16:40:00,Visa,Tehran,123456.0,30,Payment,16
Fail,2025-09-06 10:48:00,Master Card,Tehran,1782689.0,31,Payment,10
Success,2025-09-21 04:04:00,Master Card,Tabriz,9999999999.0,5,Payment,4
Success,2025-09-29 18:45:00,Visa,Tabriz,1.0,32,Payment,18
Success,2025-09-04 03:00:00,Visa,Karaj,914465.0,16,Payment,3
Fail,2025-09-08 02:24:00,Discover,Karaj,419089.0,73,Payment,2
Fail,2025-09-17 04:40:00,Discover,Tehran,1782689.0,22,Payment,4
Fail,2025-09-30 06:06:00,Visa,Tabriz,1502601.0,64,Payment,6
Success,2025-09-09 11:11:00,Visa,Tehran,650000.0,44,Payment,11
Fail,2025-09-01 17:17:00,Visa,Shiraz,200000.0,40,Payment,17
Success,2025-09-24 00:00:00,Master Card,Mashhad,583952.0,37,Payment,0
Success,2025-09-20 02:30:00,Visa,Shiraz,450000.0,78,Payment,2
Success,2025-09-25 21:23:00,Discover,Karaj,1387769.0,16,Payment,21
Fail,2025-09-14 23:17:00,Visa,Tehran,650000.0,43,Payment,23
Fail,2025-09-11 13:10:00,Visa,Ahvaz,-5000.0,84,Refund,13
Fail,2025-09-21 05:56:00,Visa,Karaj,1000.0,63,Payment,5
Success,2025-09-03 21:21:00,Master Card,Unknown,100.5,15,Payment,21
Success,2025-09-09 19:51:00,Master Card,Tehran,976246.0,44,Payment,19
Success,2025-09-27 03:27:00,Amex,Karaj,333333.0,91,Payment,3
Success,2025-09-14 09:45:00,Visa,Karaj,-5000.0,9,Refund,9
Success,2025-09-30 20:20:00,Discover,Tehran,100.5,65,Payment,20
Fail,2025-09-09 03:27:00,Visa,Tehran,471227.0,100,Payment,3
Success,2025-09-04 05:23:00,Visa,Karaj,1472823.0,44,Payment,5
Success,2025-09-27 00:00:00,Discover,Ahvaz,0.0,20,Zero_Amount,0
Success,2025-09-04 00:00:00,Discover,Tehran,120000.0,70,Payment,0
Fail,2025-09-28 04:40:00,Master Card,Karaj,-5000.0,74,Refund,4
Success,2025-09-08 12:34:00,Unknown,Tabriz,300000.0,33,Payment,12
Fail,2025-09-02 08:08:00,Unknown,Qom,100.5,80,Payment,8
Fail,2025-09-09 13:13:00,Visa,Isfahan,-5000.0,6,Refund,13
Success,2025-09-29 12:44:00,Master Card,Isfahan,200000.0,83,Payment,12
Success,2025-09-14 07:32:00,Visa,Tabriz,471227.0,31,Payment,7
Success,2025-09-22 05:56:00,Visa,Tehran,-999999.0,66,Refund,5
Fail,2025-09-09 12:12:00,Visa,Ahvaz,976246.0,18,Payment,12
Success,2025-09-24 04:40:00,Visa,Mashhad,412308.0,28,Payment,4
Fail,2025-09-23 04:40:00,Master Card,Shiraz,-5000.0,68,Refund,4
Fail,2025-09-16 15:45:00,Visa,Tehran,1050805.0,65,Payment,15
Fail,2025-09-29 11:11:00,Master Card,Isfahan,120000.0,80,Payment,11
Success,2025-09-30 21:10:00,Visa,Qom,343679.0,45,Payment,21
Success,2025-09-17 13:13:00,Master Card,Mashhad,9999999999.0,58,Payment,13
Success,2025-09-16 13:10:00,Visa,Tehran,1050805.0,47,Payment,13
Success,2025-09-30 19:51:00,Amex,Isfahan,-5000.0,66,Refund,19
Fail,2025-09-12 10:48:00,Visa,Tehran,200000.0,52,Payment,10
Success,2025-09-03 12:12:00,Visa,Tabriz,774681.0,36,Payment,12
